X,Y
0.0,-1.503227397591993
0.5050505050505051,6.533973768926465
1.0101010101010102,8.541887725210415
1.5151515151515151,11.992944885564393
2.0202020202020203,-3.5144244126749946
2.5252525252525255,9.995332489692233
3.0303030303030303,8.499091923966894
3.5353535353535355,11.729599915284616
4.040404040404041,11.980427942783594
4.545454545454546,12.313609574623184
5.050505050505051,13.286705540065135
5.555555555555556,6.739406077086278
6.0606060606060606,14.951057805012132
6.565656565656566,16.486362628618444
7.070707070707071,25.428249530618466
7.575757575757576,30.683446797657723
8.080808080808081,9.70581153095073
8.585858585858587,22.553886606611858
9.090909090909092,29.97026124834615
9.595959595959597,24.447528774254025
10.101010101010102,28.491352183912586
10.606060606060607,20.548343178689095
11.111111111111112,23.65072264666417
11.616161616161618,19.779456533347197
12.121212121212121,29.870311611966827
12.626262626262626,32.99343558058226
13.131313131313131,37.20865034676451
13.636363636363637,29.150498081619148
14.141414141414142,27.38492580105335
14.646464646464647,41.02354429812983
15.151515151515152,37.61234039165336
15.656565656565657,37.693172648400235
16.161616161616163,40.3210267162369
16.666666666666668,38.88416959936974
17.171717171717173,35.631570204189856
17.67676767676768,40.4431709321469
18.181818181818183,41.45466821189953
18.68686868686869,42.40289857038571
19.191919191919194,49.06257861774989
19.6969696969697,46.014340407418125
20.202020202020204,46.19999283566149
20.70707070707071,44.40507852895877
21.212121212121215,45.734289309296024
21.71717171717172,44.577048501325386
22.222222222222225,66.22017619718858
22.72727272727273,49.2299358279714
23.232323232323235,50.782400775801065
23.73737373737374,56.18031046741233
24.242424242424242,53.2169612290165
24.747474747474747,51.04711189617447
25.252525252525253,52.4515551023027
25.757575757575758,60.528879045791555
26.262626262626263,55.82801341922147
26.767676767676768,58.30017931224326
27.272727272727273,51.388913815344964
27.77777777777778,57.51460115010793
28.282828282828284,67.23801742318892
28.78787878787879,59.24141474356276
29.292929292929294,67.38941075557496
29.7979797979798,64.97721304974226
30.303030303030305,62.292272087329195
30.80808080808081,65.45767438357984
31.313131313131315,69.26120924271254
31.81818181818182,66.8074986563095
32.323232323232325,67.24535495339434
32.82828282828283,80.53928320097788
33.333333333333336,70.1845339863612
33.83838383838384,75.00662868826481
34.343434343434346,76.58168790072241
34.84848484848485,68.97780890930136
35.35353535353536,82.7467954859443
35.85858585858586,72.26921336415187
36.36363636363637,80.7898941325927
36.86868686868687,82.40793796062682
37.37373737373738,80.67949697860617
37.87878787878788,76.040957801581
38.38383838383839,74.48610159628149
38.88888888888889,77.94212759755439
39.3939393939394,78.67163646120326
39.8989898989899,81.23889514776025
40.40404040404041,81.37970628756246
40.909090909090914,81.2823806394718
41.41414141414142,91.79151594149727
41.919191919191924,88.04490232412064
42.42424242424243,88.52620169107875
42.929292929292934,91.14140497721209
43.43434343434344,90.52105813671098
43.939393939393945,100.2438520612175
44.44444444444445,94.12499377110076
44.949494949494955,91.00678353916071
45.45454545454546,95.02084830397135
45.959595959595966,92.87551784453213
46.46464646464647,94.22325318142802
46.969696969696976,97.43415314614845
47.47474747474748,104.91068526069976
47.979797979797986,107.77088522917249
48.484848484848484,106.4201031901884
48.98989898989899,100.52014724838045
49.494949494949495,103.45068349120304
50.0,89.70795818785018
