X,Y
0.0,5.0
0.5050505050505051,6.01010101010101
1.0101010101010102,7.020202020202021
1.5151515151515151,8.030303030303031
2.0202020202020203,9.040404040404042
2.5252525252525255,10.050505050505052
3.0303030303030303,11.06060606060606
3.5353535353535355,12.070707070707071
4.040404040404041,13.080808080808081
4.545454545454546,14.090909090909092
5.050505050505051,15.101010101010102
5.555555555555556,16.111111111111114
6.0606060606060606,17.12121212121212
6.565656565656566,18.13131313131313
7.070707070707071,19.141414141414142
7.575757575757576,20.151515151515152
8.080808080808081,21.161616161616163
8.585858585858587,22.171717171717173
9.090909090909092,23.181818181818183
9.595959595959597,24.191919191919194
10.101010101010102,25.202020202020204
10.606060606060607,26.212121212121215
11.111111111111112,27.222222222222225
11.616161616161618,28.232323232323235
12.121212121212121,29.242424242424242
12.626262626262626,30.252525252525253
13.131313131313131,31.262626262626263
13.636363636363637,32.27272727272727
14.141414141414142,33.282828282828284
14.646464646464647,34.292929292929294
15.151515151515152,35.303030303030305
15.656565656565657,36.313131313131315
16.161616161616163,37.323232323232325
16.666666666666668,38.333333333333336
17.171717171717173,39.343434343434346
17.67676767676768,40.35353535353536
18.181818181818183,41.36363636363637
18.68686868686869,42.37373737373738
19.191919191919194,43.38383838383839
19.6969696969697,44.3939393939394
20.202020202020204,45.40404040404041
20.70707070707071,46.41414141414142
21.212121212121215,47.42424242424243
21.71717171717172,48.43434343434344
22.222222222222225,49.44444444444445
22.72727272727273,50.45454545454546
23.232323232323235,51.46464646464647
23.73737373737374,52.47474747474748
24.242424242424242,53.484848484848484
24.747474747474747,54.494949494949495
25.252525252525253,55.505050505050505
25.757575757575758,56.515151515151516
26.262626262626263,57.525252525252526
26.767676767676768,58.535353535353536
27.272727272727273,59.54545454545455
27.77777777777778,60.55555555555556
28.282828282828284,61.56565656565657
28.78787878787879,62.57575757575758
29.292929292929294,63.58585858585859
29.7979797979798,64.5959595959596
30.303030303030305,65.60606060606061
30.80808080808081,66.61616161616162
31.313131313131315,67.62626262626263
31.81818181818182,68.63636363636364
32.323232323232325,69.64646464646465
32.82828282828283,70.65656565656566
33.333333333333336,71.66666666666667
33.83838383838384,72.67676767676768
34.343434343434346,73.68686868686869
34.84848484848485,74.6969696969697
35.35353535353536,75.70707070707071
35.85858585858586,76.71717171717172
36.36363636363637,77.72727272727273
36.86868686868687,78.73737373737374
37.37373737373738,79.74747474747475
37.87878787878788,80.75757575757576
38.38383838383839,81.76767676767678
38.88888888888889,82.77777777777779
39.3939393939394,83.7878787878788
39.8989898989899,84.7979797979798
40.40404040404041,85.80808080808082
40.909090909090914,86.81818181818183
41.41414141414142,87.82828282828284
41.919191919191924,88.83838383838385
42.42424242424243,89.84848484848486
42.929292929292934,90.85858585858587
43.43434343434344,91.86868686868688
43.939393939393945,92.87878787878789
44.44444444444445,93.8888888888889
44.949494949494955,94.89898989898991
45.45454545454546,95.90909090909092
45.959595959595966,96.91919191919193
46.46464646464647,97.92929292929294
46.969696969696976,98.93939393939395
47.47474747474748,99.94949494949496
47.979797979797986,100.95959595959597
48.484848484848484,101.96969696969697
48.98989898989899,102.97979797979798
49.494949494949495,103.98989898989899
50.0,105.0
